client_id,city_nm,Total_spent
5-2OK3C50AP,Краснодар,288.0
5-2OK3U2BAP,Воронеж,93.1
5-2OK3U2BAP,Екатеринбург,133.0
5-2OK3U2BAP,Москва,539.6999999999999
5-2OK3U2BAP,Санкт-Петербург,249.5
5-2OK50DB7F,Нижний Новгород,989.01
5-2OK58UJ31,Воронеж,30.6
5-2OKEXR11U,Москва,625.0
5-2OKJUDPI3,Москва,2097.77
5-2OKLMLJH2,Екатеринбург,465.0
5-2OKLMLJH2,Москва,382.08
5-2OKTVPETX,Москва,951.95
5-2OKTVPETX,Санкт-Петербург,100.1
5-2OKV470ZE,Москва,3286.69
5-2OKVLUIQN,Пермь,237.25
5-2OL11L3SQ,Воронеж,399.85
5-2OL6O3ZPB,Москва,550.0
5-2OLAJ1DPQ,Москва,391.3
5-2OLAJ1DPQ,Новосибирск,385.0
5-2OLAJ1DPQ,Ростов-на-Дону,249.75
5-2OLAJ1DPQ,Самара,174.4
5-2OLAJ1DPQ,Санкт-Петербург,139.65
5-2OLAJ1DPQ,Уфа,73.8
5-2OLCAOWFK,Москва,2998.0
5-2OLMO4S0W,Москва,425.0
5-2OLUG0YFZ,Санкт-Петербург,2959.39
5-2OM2KBKBP,Санкт-Петербург,17.7
5-2OM667YUN,Казань,329.0
5-2OM8ZRKBP,Москва,884.0
5-2OM8ZRKBP,Пермь,391.0
5-2OM8ZRKBP,Санкт-Петербург,570.0
5-2OMBNQ351,Новосибирск,1299.0
5-2OMCFP3XL,Санкт-Петербург,907.5
5-2OMDOF6EX,Волгоград,331.8
5-2OMDOF6EX,Челябинск,331.8
5-2OMDTIHV0,Москва,710.0
5-2OMFIAP41,Москва,629.0
5-2OMPISQ44,Москва,329.67
5-2OMPISQ44,Новосибирск,399.6
5-2ONB0GPHK,Москва,589.0
5-2ONB0GPHK,Самара,340.0
5-2ONBK61RM,Санкт-Петербург,814.0
5-2ONBUAKK0,Уфа,216.0
5-2ONEUQYWQ,Екатеринбург,182.5
5-2ONHMZCKY,Волгоград,329.67
5-2ONMVRTAS,Санкт-Петербург,199.0
5-2ONQQ1SSW,Пермь,270.0
5-2ONTD2Q15,Москва,19.9
5-2ONUW7Z26,Санкт-Петербург,73.8
5-2ONW0C1Q7,Санкт-Петербург,1038.7
5-2OO7M7G0E,Казань,1498.0
5-2OO9ZVI9V,Москва,399.6
5-2OOAM4A3Y,Москва,19.9
5-2OOAM4A3Y,Новосибирск,314.9
5-2OOCTIV35,Москва,840.0
5-2OOEW2C28,Санкт-Петербург,499.0
5-2OOOKLQZL,Санкт-Петербург,680.0
5-2OOT5J2HR,Санкт-Петербург,329.67
5-2OOZ33VF1,Москва,391.0
5-2OP6QLO60,Уфа,29.0
5-2OP9UHU3Y,Уфа,639.6
5-2OPAWDVAF,Москва,100.1
5-2OPB9987V,Санкт-Петербург,87.25
5-2OPBCO0OC,Санкт-Петербург,3562.61
5-2OPGPQPV9,Санкт-Петербург,449.0
5-2OPL433ZI,Москва,279.72
5-2OPQ1ES4Q,Москва,35.85
5-2OPS7L4B7,Самара,149.75
5-2OPUVGQ32,Москва,1199.0
5-2OPWJ283B,Омск,360.0
5-2OPX0057U,Пермь,749.0
5-2OPX0057U,Санкт-Петербург,1360.0
5-2OPXRJJ8M,Краснодар,107.8
5-2OPYW7XCJ,Красноярск,149.75
5-2OPYW7XCJ,Москва,99.8
5-2OPYW7XCJ,Новосибирск,1209.6
5-2OPYW7XCJ,Пермь,38.85
5-2OPYW7XCJ,Уфа,329.0
5-2OQD6AB9U,Краснодар,798.0
5-2OQNDISQR,Екатеринбург,329.0
5-2OQUXJB0E,Ростов-на-Дону,279.72
5-2OQWIYI34,Москва,334.88
5-2OQWOZ9LG,Москва,1628.0
5-2OQWOZ9LG,Нижний Новгород,759.6
5-2OQYDL31O,Москва,353.25
5-2OR98R6ZM,Ростов-на-Дону,1600.0
5-2ORCO5BOW,Санкт-Петербург,289.0
5-2ORI7YUS6,Уфа,1308.0
5-2ORN50FO4,Москва,814.0
5-2ORPLMI57,Санкт-Петербург,669.33
5-2ORRC24MQ,Москва,599.5
5-2ORRC24MQ,Санкт-Петербург,2098.5
5-2ORS3UQHX,Новосибирск,299.0
5-2ORSZJHG6,Москва,1043.13
5-2ORSZJHG6,Самара,1021.57
5-2ORYM5WWI,Москва,136.75
5-2ORZG0QAQ,Казань,299.0
5-2ORZSWKXY,Москва,537.9
5-2OS0NERZA,Москва,345.05
5-2OS83OJ1X,Уфа,585.2
5-2OS8VLAKA,Москва,3812.17
5-2OS8XE1RZ,Екатеринбург,218.28
5-2OS9BZYHS,Москва,869.0
5-2OSCCWUHO,Казань,814.0
5-2OSEZCK0W,Уфа,1308.0
5-2OSQCH2M,Москва,199.5
5-2OSQCH2M,Пермь,199.5
5-2OSX0S000,Воронеж,699.0
5-2OSX0S000,Краснодар,599.0
5-2OT8XBR1Z,Самара,14.9
5-2OT8XBR1Z,Санкт-Петербург,19.9
5-2OT9M3UKG,Екатеринбург,30.0
5-2OT9NF79K,Москва,3405.21
5-2OTDMRTT1,Санкт-Петербург,299.4
5-2OTEEA3M4,Челябинск,329.67
5-2OTO3ECTK,Воронеж,1039.2
5-2OTRPT8ON,Москва,79.9
5-2OTU154B8,Новосибирск,249.0
5-2OTVUBF6K,Екатеринбург,299.5
5-2OTW7MCX2,Санкт-Петербург,399.6
5-2OTWQEWIM,Омск,3099.0
5-2OTWQEWIM,Ростов-на-Дону,2099.0
5-2OTY9HN7P,Москва,1642.0
5-2OTZSUDVE,Москва,599.0
5-2OU0S3IQV,Казань,679.0
5-2OU3GRYL8,Нижний Новгород,232.5
5-2OUBIDKP6,Санкт-Петербург,749.0
5-2OUHWFO6U,Ростов-на-Дону,359.7
5-2OUKLPTS4,Москва,329.67
5-2OUKLPTS4,Уфа,1320.0
5-2OUTHP3XG,Санкт-Петербург,19.9
5-2OUUL7WL4,Ростов-на-Дону,680.0
5-2OUZD9LH9,Уфа,2368.3
5-2OV146HNQ,Санкт-Петербург,1408.25
5-2OV9K136K,Москва,1775.0
5-2OVDOM6MV,Екатеринбург,1255.6
5-2OVGY5KWY,Екатеринбург,1341.67
5-2OVWOTRVT,Уфа,599.0
5-2OW1CTJQ0,Москва,169.0
5-2OW8RBK7C,Санкт-Петербург,680.0
5-2OWAWKXJ5,Москва,550.0
5-2OWAYT3AI,Новосибирск,555.0
5-2OWCDG2FU,Волгоград,501.55
5-2OWCDG2FU,Воронеж,2599.0
5-2OWCDG2FU,Екатеринбург,1374.8
5-2OWCDG2FU,Краснодар,141.55
5-2OWCDG2FU,Москва,2343.61
5-2OWCDG2FU,Новосибирск,724.65
5-2OWCDG2FU,Омск,649.0
5-2OWCDG2FU,Пермь,3724.0
5-2OWCDG2FU,Санкт-Петербург,949.7
5-2OWCDG2FU,Челябинск,612.55
5-2OWJ58N8V,Екатеринбург,133.0
5-2OWKD8VB7,Екатеринбург,1099.0
5-2OWPZQXRR,Москва,379.62
5-2OWXPZ8B7,Екатеринбург,217.5
5-2OWXPZ8B7,Краснодар,124.5
5-2OWXPZ8B7,Москва,609.5
5-2OWXPZ8B7,Новосибирск,129.5
5-2OWXPZ8B7,Ростов-на-Дону,217.5
5-2OWXPZ8B7,Санкт-Петербург,217.5
5-2OX2KT6MZ,Москва,1805.04
5-2OX2KT6MZ,Санкт-Петербург,599.0
5-2OX51GHX0,Новосибирск,133.0
5-2OX51GHX0,Санкт-Петербург,1169.1
5-2OXAB9L6J,Москва,334.88
5-2OXCPPNGO,Екатеринбург,149.75
5-2OXCPPNGO,Москва,299.5
5-2OXCPPNGO,Новосибирск,149.75
5-2OXCPPNGO,Санкт-Петербург,149.75
5-2OXJGYQH5,Санкт-Петербург,1970.69
5-2OXPFGOV1,Москва,329.0
5-2OXR4V4QL,Москва,599.0
5-2OY40WSY8,Воронеж,679.0
5-2OY40WSY8,Москва,2737.6800000000003
5-2OY40WSY8,Санкт-Петербург,1299.0
5-2OYFABRNL,Москва,89.49
5-2OYJK0MTJ,Пермь,499.0
5-2OYMZIIJX,Москва,59.85
5-2OYOLJ9D0,Москва,374.75
5-2OYPCQ85K,Санкт-Петербург,1780.0
5-2OYQX59S6,Москва,350.59000000000003
5-2OZ0RUW09,Москва,138.25
5-2OZ2SFID6,Москва,642.56
5-2OZ2TAGS1,Самара,32.28
5-2OZ6OS64K,Екатеринбург,179.6
5-2OZ6OS64K,Новосибирск,829.0
5-2OZ6OS64K,Санкт-Петербург,675.0
5-2OZ7267SC,Самара,29.0
5-2OZCZCAQ9,Москва,1125.0
5-2OZD1HO0Z,Москва,79.9
5-2OZHQ3H1Q,Екатеринбург,3357.76
5-2OZHXOYLN,Нижний Новгород,451.95
5-2OZK2GJU8,Казань,348.0
5-2OZK2GJU8,Челябинск,385.0
5-2OZKVA9M8,Ростов-на-Дону,649.0
5-2OZQIIMB4,Москва,335.44
5-2OZRT3FOT,Москва,1401.84
5-2OZUUX8EJ,Воронеж,360.0
5-2OZWKP6YL,Москва,759.6
5-2P006JYGZ,Москва,329.0
5-2P02VGQZQ,Екатеринбург,39.8
5-2P06IIQ2C,Красноярск,154.0
5-2P06IIQ2C,Москва,349.0
5-2P07VXTLB,Санкт-Петербург,2936.54
5-2P0WVHL5H,Челябинск,337.16
5-2P119CWXT,Москва,1600.0
5-2P139DPA1,Москва,2318.75
5-2P139DPA1,Ростов-на-Дону,679.0
5-2P14UTY7O,Москва,588.45
5-2P1APOQ4N,Нижний Новгород,1068.93
5-2P1C69Y3L,Москва,435.0
5-2P1CNMNR3,Санкт-Петербург,329.0
5-2P1HW5DNQ,Санкт-Петербург,544.27
5-2P1HW5DNQ,Челябинск,39.9
5-2P1KRP595,Москва,639.6
5-2P1L9PSE3,Москва,299.4
5-2P1MTDVT9,Москва,749.0
5-2P1OEN9KU,Москва,29.0
5-2P1S96FQJ,Санкт-Петербург,324.35
5-2P1T53WDH,Санкт-Петербург,312.25
5-2P1W05MCD,Санкт-Петербург,568.0
5-2P1XMQHRD,Нижний Новгород,824.25
5-2P1Y0FWE2,Екатеринбург,82.0
5-2P1YXXWMQ,Ростов-на-Дону,218.4
5-2P21IS215,Москва,42.0
5-2P21YYIJR,Санкт-Петербург,1725.75
5-2P267TL3M,Красноярск,79.9
5-2P26AME3G,Новосибирск,49.8
5-2P26AME3G,Челябинск,382.25
5-2P26G4EY4,Москва,3725.1
5-2P26G4EY4,Омск,549.0
5-2P27TPSE6,Красноярск,559.6
5-2P2IX0C4L,Москва,769.3
5-2P2IX0C4L,Санкт-Петербург,769.3
5-2P2JSK81J,Санкт-Петербург,555.0
5-2P2L3JZ6Q,Самара,2999.0
5-2P2MUVV8L,Казань,658.0
5-2P2QLWND,Челябинск,66.5
5-2P37EF1H0,Москва,1249.0
5-2P3J9BICQ,Москва,1100.0
5-2P3R027VV,Санкт-Петербург,211.75
5-2P462AG3E,Москва,214.35
5-2P462AG3E,Челябинск,72.0
5-2P49R4GFG,Санкт-Петербург,1099.0
5-2P4GXAZGK,Москва,2998.0
5-2P4H6R85S,Санкт-Петербург,329.67
5-2P4H6R85S,Челябинск,2639.34
5-2P4KPPKAM,Новосибирск,137.25
5-2P4OZB2Z1,Воронеж,749.0
5-2P50CISXC,Москва,217.5
5-2P50D1XOG,Омск,179.9
5-2P50WTODY,Санкт-Петербург,279.6
5-2P5118X25,Москва,15.0
5-2P5118X25,Уфа,15.0
5-2P521G6EH,Челябинск,29.0
5-2P52JI7UA,Санкт-Петербург,999.5
5-2P53Q9WQQ,Москва,814.0
5-2P5QWW10V,Санкт-Петербург,549.0
5-2P5TPAXV9,Ростов-на-Дону,2238.0
5-2P5XGNLCA,Москва,2447.5
5-2P5XGNLCA,Новосибирск,1124.25
5-2P63BI6LB,Нижний Новгород,599.0
5-2P668RZPG,Екатеринбург,99.0
5-2P668RZPG,Москва,29.9
5-2P6738XT6,Москва,1013.79
5-2P688CER5,Санкт-Петербург,2103.1
5-2P692EQYK,Санкт-Петербург,629.3
5-2P69ECU65,Воронеж,29.0
5-2P69ECU65,Москва,54.8
5-2P69ECU65,Ростов-на-Дону,29.0
5-2P69ECU65,Санкт-Петербург,15.4
5-2P6ANHIBF,Екатеринбург,59.85
5-2P6ANHIBF,Москва,331.8
5-2P6ANHIBF,Санкт-Петербург,59.85
5-2P79BDYAU,Екатеринбург,25.98
5-2P7DKWOXN,Ростов-на-Дону,149.4
5-2P7DKWOXN,Челябинск,714.5699999999999
5-2P7DQBPWC,Воронеж,2999.0
5-2P7F018IC,Москва,330.0
5-2P7JCPUG7,Новосибирск,403.2
5-2P7PV2BW4,Москва,329.0
5-2P7QWR7XR,Самара,25.98
5-2P7TCD71R,Уфа,149.75
5-2P8DEI6FN,Новосибирск,179.85
5-2P8GMGOXX,Воронеж,261.0
5-2P8KGGFSB,Москва,2789.0
5-2P8LR9NQ1,Москва,282.75
5-2P8PMJ29M,Омск,515.0
5-2P8PZFGEM,Москва,257.26
5-2P8URATAR,Красноярск,799.5
5-2P8URATAR,Ростов-на-Дону,759.6
5-2P8URATAR,Санкт-Петербург,329.0
5-2P8USB931,Москва,289.0
5-2P8WXUCB0,Санкт-Петербург,1848.0
5-2P940JBFO,Казань,329.67
5-2P940JBFO,Ростов-на-Дону,162.25
5-2P940JBFO,Санкт-Петербург,149.75
5-2P9FLA71U,Уфа,99.75
5-2P9IXBH34,Москва,1299.0
5-2P9PBFAHS,Москва,739.0
5-2P9RC5WPT,Санкт-Петербург,580.0
5-2P9T61OKK,Нижний Новгород,150.0
5-2P9VSBSSZ,Санкт-Петербург,234.6
5-2PA2PH0R6,Новосибирск,79.9
5-2PA514B3E,Москва,515.0
5-2PA6DTJ38,Санкт-Петербург,334.88
5-2PA8VD3VF,Краснодар,29.0
5-2PA99JEJJ,Нижний Новгород,2208.0
5-2PADOARX,Москва,175.0
5-2PARK3Y1P,Екатеринбург,325.0
5-2PARK3Y1P,Москва,89.8
5-2PASLVPA7,Москва,149.75
5-2PASLVPA7,Санкт-Петербург,312.25
5-2PAXYHJC6,Пермь,2870.5
5-2PB5EB0Y0,Москва,32.28
5-2PB6ZAX8M,Екатеринбург,382.25
5-2PB6ZAX8M,Москва,813.75
5-2PB6ZAX8M,Ростов-на-Дону,124.5
5-2PB6ZAX8M,Самара,124.5
5-2PB6ZAX8M,Санкт-Петербург,137.4
5-2PB6ZAX8M,Уфа,124.5
5-2PB6ZAX8M,Челябинск,269.85
5-2PBIFLCSI,Уфа,399.6
5-2PBL4MS8W,Краснодар,899.0
5-2PBO8YIOZ,Пермь,435.0
5-2PBTFSGJS,Пермь,515.0
5-2PBUZON79,Санкт-Петербург,550.0
5-2PBYUNVYJ,Екатеринбург,1966.03
5-2PBYUNVYJ,Казань,2076.33
5-2PBZ3TVGQ,Санкт-Петербург,599.0
5-2PC19S9D6,Челябинск,149.01
5-2PC4DD2FP,Волгоград,133.0
5-2PC4DD2FP,Екатеринбург,1442.93
5-2PC4DD2FP,Москва,354.7
5-2PC4DD2FP,Пермь,194.7
5-2PC4DD2FP,Санкт-Петербург,1514.0
5-2PCIYELY9,Екатеринбург,199.0
5-2PCIYELY9,Нижний Новгород,814.0
5-2PCIYELY9,Новосибирск,549.0
5-2PCM80S3T,Санкт-Петербург,1008.0
5-2PCMCEYBA,Москва,59.85
5-2PCMCEYBA,Новосибирск,49.75
5-2PCN2Q4PH,Москва,515.0
5-2PCN2Q4PH,Санкт-Петербург,930.0
5-2PCP14KC9,Москва,360.0
5-2PCQQCJM4,Екатеринбург,710.0
5-2PCQQCJM4,Самара,279.0
5-2PCRO5UVI,Воронеж,449.85
5-2PCRO5UVI,Екатеринбург,192.5
5-2PCRO5UVI,Москва,514.45
5-2PCRO5UVI,Санкт-Петербург,1747.43
5-2PCXDLKNF,Москва,1100.0
5-2PCYSBRM9,Москва,550.0
5-2PD8G9D7N,Москва,180.0
5-2PD9D4XAO,Москва,2999.0
5-2PDNFC3P8,Санкт-Петербург,399.6
5-2PDPGRBMB,Санкт-Петербург,929.0
5-2PDS1U2XI,Новосибирск,1628.0
5-2PDT0RG79,Казань,25.98
5-2PDVAOGLO,Москва,1563.05
5-2PDYNLYYQ,Санкт-Петербург,1038.0
5-2PDZRY92K,Москва,435.0
5-2PEQ13VOX,Омск,886.08
5-2PEQWOIYM,Воронеж,824.25
5-2PFBOGWGC,Санкт-Петербург,814.0
5-2PFFSLZGZ,Москва,299.4
5-2PFK9MPQD,Уфа,49.75
5-2PFOHOIOO,Екатеринбург,629.3
5-2PFOHOIOO,Москва,2998.5
5-2PFOHOIOO,Нижний Новгород,374.85
5-2PFOHOIOO,Санкт-Петербург,499.8
5-2PFOHOIOO,Уфа,1199.0
5-2PG5JNJ8T,Казань,1499.0
5-2PG9BBP65,Санкт-Петербург,1499.0
5-2PGA87Z3J,Воронеж,3025.5
5-2PGHA0DFN,Москва,371.25
5-2PGISKTHD,Краснодар,1029.22
5-2PGISKTHD,Москва,399.6
5-2PGMEXRIQ,Красноярск,192.5
5-2PGMEXRIQ,Москва,547.5
5-2PGMEXRIQ,Санкт-Петербург,1805.0
5-2PGMP1716,Ростов-на-Дону,399.0
5-2PGNM7HMO,Воронеж,649.0
5-2PGNVPA0H,Санкт-Петербург,334.88
5-2PGQ7WSVK,Воронеж,621.9
5-2PGQRSWDR,Москва,555.0
5-2PGR053XI,Санкт-Петербург,359.75
5-2PGS5RIHE,Москва,25.98
5-2PH1M0O4S,Краснодар,732.0
5-2PHMQHCG9,Москва,399.6
5-2PHN4NIOF,Москва,1021.84
5-2PHN4NIOF,Новосибирск,814.0
5-2PHN4NIOF,Омск,759.6
5-2PHN4NIOF,Санкт-Петербург,149.75
5-2PHNYH5OM,Санкт-Петербург,814.0
5-2PHS0JHM4,Москва,280.0
5-2PHV4BAQS,Москва,59.85
5-2PHV4BAQS,Санкт-Петербург,79.9
5-2PHVV5KQQ,Красноярск,174.75
5-2PHVV5KQQ,Санкт-Петербург,174.75
5-2PIA5D9IO,Санкт-Петербург,1000.0
5-2PJKB6P7A,Екатеринбург,190.0
5-2PJKB6P7A,Казань,112.25
5-2PJKB6P7A,Москва,319.0
5-2PJKB6P7A,Санкт-Петербург,59.85
5-2PJO9KS6C,Нижний Новгород,814.0
5-2PJV8S2KE,Самара,639.6
5-2PJV8WYGG,Екатеринбург,383.75
5-2PJV8WYGG,Москва,895.25
5-2PJV8WYGG,Нижний Новгород,99.0
5-2PJV8WYGG,Санкт-Петербург,149.0
5-2PJV8WYGG,Челябинск,679.0
5-2PJWOCOOO,Санкт-Петербург,555.0
5-2PK62JWWV,Нижний Новгород,257.5
5-2PK8W9JR4,Воронеж,33.8
5-2PKKRPYWU,Омск,334.85
5-2PKMF16OI,Краснодар,37.35
5-2PKR0M8KP,Москва,77.25
5-2PL7V60YJ,Москва,555.0
5-2PL9CTESS,Ростов-на-Дону,1628.0
5-2PL9FXOOV,Воронеж,299.0
5-2PL9FXOOV,Москва,299.0
5-2PLBS1CHE,Екатеринбург,359.8
5-2PLCDS8WD,Москва,599.0
5-2PLCNN38Q,Москва,79.9
5-2PLE6IPQZ,Москва,130.65
5-2PLFF7OSZ,Москва,385.0
5-2PLI5FLLK,Санкт-Петербург,449.85
5-2PLR2E0S3,Санкт-Петербург,329.0
5-2PLWAPGEW,Москва,679.0
5-2PM19R8LO,Санкт-Петербург,465.0
5-2PM6CLDAN,Красноярск,3959.0
5-2PM6CLDAN,Москва,1022.25
5-2PM6CLDAN,Нижний Новгород,1100.0
5-2PM6CLDAN,Санкт-Петербург,133.0
5-2PM6CLDAN,Челябинск,974.35
5-2PMGDCDTX,Москва,399.0
5-2PMH1U6LD,Самара,679.0
5-2PMLS6DR1,Москва,990.0
5-2PMLS6DR1,Пермь,930.0
5-2PMM6AFS7,Пермь,679.0
5-2PMM6AFS7,Ростов-на-Дону,639.6
5-2PMPPZMEO,Уфа,312.25
5-2PMQNZ5Z,Красноярск,87.0
5-2PMVCVS4X,Москва,108.0
5-2PNA665KA,Москва,782.0
5-2PNB40SMA,Москва,359.6
5-2PNBVP0N6,Москва,459.88
5-2PNBVP0N6,Санкт-Петербург,19.5
5-2PNBVP0N6,Челябинск,232.5
5-2PNEVMDYZ,Новосибирск,1030.6
5-2PNH9RD3I,Москва,399.6
5-2PNHB96EG,Краснодар,330.95
5-2PNHB96EG,Москва,777.55
5-2PNHB96EG,Пермь,359.7
5-2PNHB96EG,Ростов-на-Дону,846.68
5-2PNHB96EG,Самара,90.65
5-2PNKPDMKW,Москва,59.85
5-2PNMWRBOA,Москва,124.75
5-2PNMZU7ES,Нижний Новгород,79.9
5-2PNMZU7ES,Санкт-Петербург,249.5
5-2PNY1P3C2,Москва,1795.03
5-2PNYMZBKA,Москва,59.85
5-2PNZRNKDC,Санкт-Петербург,319.2
5-2PO1LRGBE,Санкт-Петербург,312.85
5-2PO5BXQS2,Москва,1086.0
5-2PO73ULTB,Санкт-Петербург,2793.0
5-2PO8A3ED,Нижний Новгород,1999.0
5-2POD8QSEU,Москва,457.0
5-2POD8QSEU,Санкт-Петербург,599.0
5-2PODHNEIC,Москва,1099.0
5-2POH78Q25,Самара,2306.5
5-2POJRTYQ5,Санкт-Петербург,511.45
5-2PP8JKQU1,Санкт-Петербург,680.0
5-2PPCKOWYR,Красноярск,1366.0
5-2PPD2ZHYB,Москва,329.0
5-2PPEAF0TF,Москва,319.2
5-2PPLKVQ4Q,Красноярск,29.0
5-2PPLKVQ4Q,Москва,29.0
5-2PPQQH7FH,Челябинск,79.9
5-2PPT0AJJR,Санкт-Петербург,345.05
5-2PPUPVM2E,Воронеж,929.25
5-2PPUPVM2E,Санкт-Петербург,133.0
5-2PPXGS6VK,Воронеж,2679.24
5-2PQ0ZGY3N,Уфа,299.0
5-2PQ78EEJC,Москва,299.0
5-2PQ7ICJ0I,Краснодар,399.6
5-2PQ7ICJ0I,Нижний Новгород,199.5
5-2PQ9XEKD1,Москва,270.0
5-2PQ9XEKD1,Новосибирск,1588.4
5-2PQ9XEKD1,Санкт-Петербург,680.0
5-2PQABEAU6,Москва,181.25
5-2PQABEAU6,Санкт-Петербург,447.25
5-2PQCLNGRB,Новосибирск,419.0
5-2PQDV154D,Краснодар,2914.91
5-2PQFR19UR,Москва,1428.93
5-2PQFR19UR,Челябинск,261.0
5-2PQI3FI1A,Волгоград,35.85
5-2PQJAPQKV,Москва,174.0
5-2PQNJQ6Y6,Москва,36.0
5-2PQP4CV7H,Москва,25.98
5-2PQPP8D7N,Москва,824.25
5-2PQXJBXJE,Москва,25.0
5-2PQZSO9ES,Краснодар,29.0
5-2PQZSO9ES,Москва,43.9
5-2PQZSO9ES,Нижний Новгород,30.0
5-2PR2B5BUZ,Москва,125.0
5-2PR8CFGB2,Пермь,259.0
5-2PRM141PP,Омск,558.88
5-2PRRAN86C,Москва,629.0
5-2PRRAN86C,Новосибирск,149.75
5-2PRRAN86C,Самара,515.0
5-2PRRR2TSF,Москва,299.0
5-2PRSMSHX0,Нижний Новгород,56.85
5-2PRUFQS4S,Санкт-Петербург,329.67
5-2PS7G1X3D,Воронеж,1379.01
5-2PS7G1X3D,Москва,1718.4
5-2PS7G1X3D,Санкт-Петербург,1116.0
5-2PS7G1X3D,Уфа,322.56
5-2PS7Z1BJD,Москва,2799.0
5-2PSCYF9KV,Санкт-Петербург,360.0
5-2PSJHGMZN,Санкт-Петербург,291.45
5-2PSN6PY8H,Москва,289.0
5-2PSOMAXA8,Санкт-Петербург,124.75
5-2PSWKEIOJ,Екатеринбург,1319.0
5-2PSXWLJ9W,Санкт-Петербург,49.9
5-2PT40W7NF,Санкт-Петербург,399.6
5-2PT4Z8KZ5,Москва,401.86
5-2PT8PFRCS,Екатеринбург,43.5
5-2PTAT9F16,Санкт-Петербург,249.5
5-2PTE7C9MX,Нижний Новгород,329.67
5-2PTPZS5OK,Москва,329.0
5-2PTSJ59P5,Воронеж,329.0
5-2PTSJ59P5,Екатеринбург,391.0
5-2PTSJ59P5,Красноярск,329.0
5-2PTSJ59P5,Новосибирск,782.0
5-2PTSJ59P5,Пермь,329.0
5-2PTSJ59P5,Ростов-на-Дону,391.0
5-2PTSJ59P5,Самара,782.0
5-2PTSJ59P5,Санкт-Петербург,2551.0
5-2PTSJ59P5,Уфа,391.0
5-2PTSJ59P5,Челябинск,1049.0
5-2PTUXK1MM,Москва,79.9
5-2PU3G9OEF,Москва,599.0
5-2PU9FU96W,Москва,1299.0
5-2PUOPQC4N,Москва,1628.0
5-2PURNE3X9,Москва,39.9
5-2PUZKS4B,Челябинск,654.52
5-2PVDLI9VL,Санкт-Петербург,68.32
5-2PVE4KAHQ,Санкт-Петербург,128.75
5-2PVS5W22F,Воронеж,748.18
5-2PVS5W22F,Краснодар,195.0
5-2PVS5W22F,Нижний Новгород,19.9
5-2PVS5W22F,Новосибирск,2313.28
5-2PVS5W22F,Пермь,550.0
5-2PVTGCJCR,Екатеринбург,404.85
5-2PVTGCJCR,Краснодар,1009.08
5-2PVTGCJCR,Москва,689.85
5-2PVXZ9KDT,Санкт-Петербург,499.0
5-2PVYQPXPO,Нижний Новгород,129.5
5-2PVYQPXPO,Санкт-Петербург,203.66
5-2PW7399LL,Новосибирск,43.5
5-2PWB8MX4R,Екатеринбург,25.98
5-2PWJGI71I,Санкт-Петербург,782.0
5-2PWOV168K,Уфа,107.8
5-2PWUF0AWN,Воронеж,1199.0
5-2PXAFIBDE,Москва,435.0
5-2PXAI8A0J,Москва,1499.0
5-2PXB8GKZH,Челябинск,2639.34
5-2PXECR7BU,Москва,325.0
5-2PXEUJ94W,Москва,898.5
5-2PXEUJ94W,Самара,1760.88
5-2PXS2G865,Красноярск,699.0
5-2PXUNOBQ2,Москва,515.0
5-2PXXR1R93,Екатеринбург,279.65
5-2PXXR1R93,Москва,2536.1
5-2PXXR1R93,Нижний Новгород,249.75
5-2PXXR1R93,Пермь,39.8
5-2PXXR1R93,Санкт-Петербург,1643.05
5-2PXXR1R93,Уфа,199.75
5-2PXXR1R93,Челябинск,69.9
5-2PY4TTAA,Москва,1699.0
5-2PY9JL0LN,Казань,749.0
5-2PYBKV4FA,Москва,1018.87
5-2PYMWVFP6,Москва,3627.34
5-2PYMWVFP6,Санкт-Петербург,3508.77
5-2PYO45FCK,Санкт-Петербург,360.0
5-2PYP19NKM,Москва,749.0
5-2PYPG8AJM,Москва,1119.2
5-2PYRZS2A2,Пермь,2999.0
5-2PZ33KIJ,Санкт-Петербург,1244.0
5-2PZ6QRVYO,Нижний Новгород,679.0
5-2PZ9E5SIM,Москва,1007.67
5-2PZ9E5SIM,Санкт-Петербург,959.0
5-2PZDC6JJF,Казань,390.88
5-2PZDC6JJF,Москва,1740.48
5-2PZDC6JJF,Новосибирск,435.0
5-2PZDC6JJF,Челябинск,290.08
5-2PZEE5VPO,Москва,412.0
5-2PZEE5VPO,Санкт-Петербург,412.0
5-2PZF8UTC7,Красноярск,629.3
5-2PZX5BV1L,Москва,729.0
5-2PZXWEMT6,Москва,39.53
5-2Q01ET3D0,Санкт-Петербург,898.1999999999999
5-2Q02Z8LF0,Санкт-Петербург,759.6
5-2Q043FUGS,Москва,174.75
5-2Q0653DSM,Москва,385.0
5-2Q09XOBL7,Казань,3635.55
5-2Q0JOTMQG,Казань,239.6
5-2Q0LQCV1H,Москва,61.6
5-2Q0OZ0LS2,Омск,632.6
5-2Q0OZ0LS2,Санкт-Петербург,329.0
5-2Q0PRU2PU,Воронеж,1109.6
5-2Q0PRU2PU,Самара,1699.0
5-2Q0R03F25,Москва,1999.0
5-2Q0U8E9OL,Санкт-Петербург,555.0
5-2Q0XE8SF3,Нижний Новгород,61.0
5-2Q0YU6DZ9,Москва,69.7
5-2Q121YHEJ,Москва,679.0
5-2Q1GDQWWU,Санкт-Петербург,699.0
